Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
OX6 9HJ,No,51.912928,-1.161240,457791,224154,SP577241,Bicester North and Caversfield,Bicester,1998-12-01,2000-07-01,86,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028460,Cherwell 012B,E01028460,Cherwell 012B
OX6 9HL,No,51.912031,-1.167900,457334,224049,SP573240,Bicester North and Caversfield,Bicester,1980-01-01,2000-07-01,85,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9HN,No,51.915991,-1.173556,456940,224485,SP569244,Bicester North and Caversfield,Bicester,1980-01-01,2000-07-01,88,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9HP,No,51.941119,-1.203353,454860,227257,SP548272,Fringford and Heyfords,Stoke Lyne,1980-01-01,2000-07-01,121,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9HQ,No,51.910995,-1.158732,457966,223941,SP579239,Bicester North and Caversfield,Bicester,1998-12-01,2000-07-01,85,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028461,Cherwell 012C,E01028461,Cherwell 012C
OX6 9HR,No,51.946043,-1.234109,452740,227782,SP527277,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,123,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9HS,No,51.969841,-1.239381,452350,230425,SP523304,Deddington,Fritwell,1980-01-01,2000-07-01,134,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9HT,No,51.977520,-1.235334,452619,231282,SP526312,Deddington,Souldern,1980-01-01,2000-07-01,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9HU,No,51.981781,-1.239368,452337,231753,SP523317,Deddington,Souldern,1980-01-01,2000-07-01,106,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9HW,No,51.931006,-1.193045,455581,226140,SP555261,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,110,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9HX,No,51.978772,-1.223418,453436,231430,SP534314,Deddington,Souldern,1980-01-01,2000-07-01,126,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9HY,No,51.974263,-1.221341,453584,230930,SP535309,Deddington,Souldern,1980-01-01,2000-07-01,143,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9HZ,No,51.976717,-1.234882,452651,231193,SP526311,Deddington,Souldern,1980-01-01,2000-07-01,132,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JA,No,51.977752,-1.237878,452444,231306,SP524313,Deddington,Souldern,1980-01-01,2000-07-01,124,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JB,No,51.978589,-1.237980,452436,231399,SP524313,Deddington,Souldern,1980-01-01,2000-07-01,122,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JD,No,51.978487,-1.238870,452375,231387,SP523313,Deddington,Souldern,1980-01-01,2000-07-01,120,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JE,No,51.979338,-1.239861,452306,231481,SP523314,Deddington,Souldern,1980-01-01,2000-07-01,115,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JF,No,51.979198,-1.240431,452267,231465,SP522314,Deddington,Souldern,1980-01-01,2000-07-01,115,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JG,No,51.979380,-1.240748,452245,231485,SP522314,Deddington,Souldern,1980-01-01,2000-07-01,115,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JH,No,51.979862,-1.241570,452188,231538,SP521315,Deddington,Souldern,1980-01-01,2000-07-01,115,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JJ,No,51.979562,-1.242507,452124,231504,SP521315,Deddington,Souldern,1980-01-01,2000-07-01,117,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JL,No,51.979984,-1.243737,452039,231550,SP520315,Deddington,Souldern,1980-01-01,2000-07-01,118,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JN,No,51.979816,-1.242837,452101,231532,SP521315,Deddington,Souldern,1980-01-01,2000-07-01,117,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JP,No,51.979780,-1.244163,452010,231527,SP520315,Deddington,Souldern,1980-01-01,2000-07-01,118,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JQ,No,51.979999,-1.240592,452255,231554,SP522315,Deddington,Souldern,1980-01-01,2000-07-01,113,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JR,No,51.979564,-1.245622,451910,231502,SP519315,Deddington,Souldern,1980-01-01,2000-07-01,119,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JS,No,51.923910,-1.159305,457910,225377,SP579253,Bicester North and Caversfield,Caversfield,1996-12-01,2000-07-01,92,England,2024-12-20,Postcode sector mean (mainly PO Boxes),E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9JT,No,51.979151,-1.245644,451909,231456,SP519314,Deddington,Souldern,1980-01-01,2000-07-01,118,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JU,No,51.978850,-1.245052,451950,231423,SP519314,Deddington,Souldern,1980-01-01,2000-07-01,117,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JW,No,51.978749,-1.243277,452072,231413,SP520314,Deddington,Souldern,1980-01-01,2000-07-01,118,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JX,No,51.977758,-1.247254,451800,231300,SP518312,Deddington,Souldern,1980-01-01,1997-06-01,111,England,2024-12-20,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JY,No,51.971984,-1.265475,450555,230645,SP505306,Deddington,Souldern,1980-01-01,2000-07-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9JZ,No,51.978122,-1.243594,452051,231343,SP520313,Deddington,Souldern,1980-01-01,2000-07-01,116,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9LA,No,51.980225,-1.246325,451861,231575,SP518315,Deddington,Souldern,1980-01-01,2000-07-01,120,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9LB,No,51.982286,-1.256599,451153,231797,SP511317,Deddington,Souldern,1980-01-01,2000-07-01,90,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9LD,No,51.980083,-1.250797,451554,231556,SP515315,Deddington,Souldern,1980-01-01,2000-07-01,113,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9LE,No,51.979447,-1.274161,449950,231469,SP499314,Deddington,Souldern,1980-01-01,2000-07-01,84,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9LF,No,51.979218,-1.246342,451861,231463,SP518314,Deddington,Souldern,1984-02-01,2000-07-01,119,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9LG,No,51.979077,-1.244014,452021,231449,SP520314,Deddington,Souldern,1980-01-01,2000-07-01,118,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9LJ,No,51.979505,-1.244793,451967,231496,SP519314,Deddington,Souldern,1993-08-01,2000-07-01,118,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9LP,No,51.925940,-1.187261,455985,225581,SP559255,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,104,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9LQ,No,51.978554,-1.243790,452037,231391,SP520313,Deddington,Souldern,1980-01-01,2000-07-01,117,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9LR,No,51.926213,-1.189030,455863,225610,SP558256,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,103,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9LS,No,51.925603,-1.185289,456121,225545,SP561255,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,102,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9LT,No,51.926936,-1.184320,456186,225694,SP561256,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,102,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9LU,No,51.926449,-1.187979,455935,225637,SP559256,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,104,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9LX,No,51.925650,-1.189535,455829,225547,SP558255,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,103,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9LY,No,51.924565,-1.191198,455716,225425,SP557254,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,105,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9LZ,No,51.925500,-1.188563,455896,225531,SP558255,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,104,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NA,No,51.924705,-1.188054,455932,225443,SP559254,Fringford and Heyfords,Bucknell,1994-12-01,2000-07-01,104,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NB,No,51.925041,-1.189793,455812,225479,SP558254,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,104,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9ND,No,51.925120,-1.188279,455916,225489,SP559254,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,104,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NE,No,51.923640,-1.187462,455974,225325,SP559253,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,103,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NF,No,51.922874,-1.188552,455900,225239,SP559252,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,103,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NG,No,51.925296,-1.187738,455953,225509,SP559255,Fringford and Heyfords,Bucknell,1980-01-01,2000-07-01,104,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NH,No,51.926130,-1.189948,455800,225600,SP557256,Fringford and Heyfords,Bucknell,1996-12-01,2000-07-01,103,England,2024-12-20,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NL,No,51.943397,-1.217278,453900,227500,SP539274,Fringford and Heyfords,Ardley,2000-06-01,2000-07-01,121,England,2024-12-20,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NP,No,51.942085,-1.213272,454177,227357,SP541273,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,123,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NR,No,51.942381,-1.213135,454186,227390,SP541273,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,122,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NS,No,51.943758,-1.216065,453983,227541,SP539275,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,121,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NT,No,51.944578,-1.216370,453961,227632,SP539276,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,119,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NU,No,51.943425,-1.222879,453515,227499,SP535274,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,123,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NW,No,51.943990,-1.217195,453905,227566,SP539275,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,122,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NX,No,51.945936,-1.215008,454053,227784,SP540277,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,116,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NY,No,51.945385,-1.215978,453987,227722,SP539277,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,117,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9NZ,No,51.947598,-1.216216,453968,227968,SP539279,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,116,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PA,No,51.945654,-1.211900,454267,227755,SP542277,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,118,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PB,No,51.945246,-1.212751,454209,227709,SP542277,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,117,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PD,No,51.943508,-1.210904,454338,227517,SP543275,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,122,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PE,No,51.943325,-1.211853,454273,227496,SP542274,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,122,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PF,No,51.942895,-1.212108,454256,227448,SP542274,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,122,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PG,No,51.941090,-1.212358,454241,227247,SP542272,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,121,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PH,No,51.933541,-1.215588,454028,226405,SP540264,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,120,England,2024-12-20,Approximate to within 50 metres,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PJ,No,51.930355,-1.217854,453876,226049,SP538260,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,117,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PL,No,51.945380,-1.213883,454131,227723,SP541277,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,116,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PN,No,51.945361,-1.215076,454049,227720,SP540277,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,116,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PP,No,51.945834,-1.213264,454173,227774,SP541277,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,116,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PQ,No,51.940696,-1.212598,454225,227203,SP542272,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,120,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PR,No,51.923910,-1.159305,457910,225377,SP579253,Bicester North and Caversfield,Caversfield,2000-06-01,2000-07-01,92,England,2024-12-20,Postcode sector mean (mainly PO Boxes),E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PS,No,51.932302,-1.168733,457251,226303,SP572263,Bicester North and Caversfield,Caversfield,1995-12-01,1997-12-01,100,England,2024-12-20,Postcode sector mean (mainly PO Boxes),E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PT,No,51.958795,-1.234474,452700,229200,SP526291,Deddington,Fritwell,1996-06-01,1996-12-01,127,England,2024-12-20,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9PU,No,51.932302,-1.168733,457251,226303,SP572263,Bicester North and Caversfield,Caversfield,1996-12-01,1997-12-01,100,England,2024-12-20,Postcode sector mean (mainly PO Boxes),E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PW,No,51.944883,-1.216292,453966,227666,SP539276,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,118,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9PX,No,51.959422,-1.232775,452816,229271,SP528292,Deddington,Fritwell,1980-01-01,2000-07-01,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QA,No,51.958886,-1.231809,452883,229212,SP528292,Deddington,Fritwell,1980-01-01,2000-07-01,130,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QB,No,51.958079,-1.232245,452854,229122,SP528291,Deddington,Fritwell,1997-12-01,2000-07-01,130,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QD,No,51.961322,-1.241446,452218,229476,SP522294,Deddington,Fritwell,1998-12-01,2000-07-01,130,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QE,No,51.957724,-1.232964,452805,229082,SP528290,Deddington,Fritwell,1980-01-01,2000-07-01,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QF,No,51.957606,-1.234160,452723,229068,SP527290,Deddington,Fritwell,1980-01-01,2000-07-01,128,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QG,No,51.957198,-1.236320,452575,229021,SP525290,Deddington,Fritwell,1980-01-01,2000-07-01,124,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QH,No,51.960775,-1.233436,452769,229421,SP527294,Deddington,Fritwell,1980-01-01,2000-07-01,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QJ,No,51.961151,-1.234492,452696,229462,SP526294,Deddington,Fritwell,1980-01-01,2000-07-01,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QL,No,51.961491,-1.235680,452614,229499,SP526294,Deddington,Fritwell,1980-01-01,2000-07-01,131,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QN,No,51.960638,-1.235898,452600,229404,SP525294,Deddington,Fritwell,1980-01-01,2000-07-01,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QP,No,51.921673,-1.138364,459353,225145,SP593251,Bicester North and Caversfield,Caversfield,1998-06-01,2000-07-01,89,England,2024-12-20,Approximate to within 50 metres,E01028478,Cherwell 011C,E01028478,Cherwell 011C
OX6 9QQ,No,51.957484,-1.236170,452585,229053,SP525290,Deddington,Fritwell,1980-01-01,2000-07-01,124,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QR,No,51.961133,-1.240008,452317,229456,SP523294,Deddington,Fritwell,1980-01-01,2000-07-01,132,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QS,No,51.960718,-1.239797,452332,229410,SP523294,Deddington,Fritwell,1980-01-01,2000-07-01,131,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QT,No,51.957867,-1.256668,451176,229081,SP511290,Deddington,Fritwell,1980-01-01,2000-07-01,128,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QU,No,51.963392,-1.221093,453614,229721,SP536297,Fringford and Heyfords,Ardley,1980-01-01,2000-07-01,133,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9QW,No,51.960258,-1.236865,452534,229361,SP525293,Deddington,Fritwell,1980-01-01,2000-07-01,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9QX,No,51.960951,-1.236984,452525,229438,SP525294,Deddington,Fritwell,1980-01-01,2000-07-01,130,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028506,Cherwell 010D,E01028506,Cherwell 010D
OX6 9RA,No,51.922351,-1.138874,459317,225220,SP593252,Bicester North and Caversfield,Caversfield,1984-02-01,2000-07-01,91,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028478,Cherwell 011C,E01028478,Cherwell 011C
OX6 9RB,No,51.949489,-1.177087,456655,228208,SP566282,Fringford and Heyfords,Stoke Lyne,1995-07-01,2000-07-01,118,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9RD,No,51.950015,-1.198597,455176,228250,SP551282,Fringford and Heyfords,Stoke Lyne,1993-08-01,2000-07-01,114,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9RE,No,51.923325,-1.136936,459449,225330,SP594253,Bicester North and Caversfield,Caversfield,1980-01-01,2000-07-01,91,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028478,Cherwell 011C,E01028478,Cherwell 011C
OX6 9RF,No,51.924939,-1.133880,459657,225512,SP596255,Fringford and Heyfords,Stratton Audley,1980-01-01,2000-07-01,87,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028483,Cherwell 011D,E01028483,Cherwell 011D
OX6 9RG,No,51.928293,-1.135052,459572,225884,SP595258,Fringford and Heyfords,Fringford,1980-01-01,2000-07-01,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028484,Cherwell 011E,E01028484,Cherwell 011E
OX6 9RH,No,51.941841,-1.132435,459734,227393,SP597273,Fringford and Heyfords,Fringford,1980-01-01,2000-07-01,99,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028484,Cherwell 011E,E01028484,Cherwell 011E
OX6 9RJ,No,51.942396,-1.143189,458994,227446,SP589274,Fringford and Heyfords,Fringford,1980-01-01,2000-07-01,108,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028484,Cherwell 011E,E01028484,Cherwell 011E
OX6 9RL,No,51.938511,-1.158072,457976,227002,SP579270,Fringford and Heyfords,Stoke Lyne,1980-01-01,2000-07-01,106,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9RN,No,51.936683,-1.156302,458100,226800,SP581268,Fringford and Heyfords,Stoke Lyne,1980-01-01,1995-12-01,100,England,2024-12-20,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9RP,No,51.932302,-1.168718,457252,226303,SP572263,Bicester North and Caversfield,Caversfield,1980-01-01,2000-07-01,100,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9RQ,No,51.935779,-1.132144,459762,226719,SP597267,Fringford and Heyfords,Fringford,1980-01-01,2000-07-01,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028484,Cherwell 011E,E01028484,Cherwell 011E
OX6 9RR,No,51.944565,-1.185310,456096,227654,SP560276,Fringford and Heyfords,Stoke Lyne,1980-01-01,2000-07-01,124,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9RS,No,51.944363,-1.185953,456052,227631,SP560276,Fringford and Heyfords,Stoke Lyne,1980-01-01,2000-07-01,123,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
OX6 9RT,No,51.949257,-1.182562,456279,228178,SP562281,Fringford and Heyfords,Stoke Lyne,1980-01-01,2000-07-01,116,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028477,Cherwell 011B,E01028477,Cherwell 011B
